
Consulta movimento de saídas - 534 - OXIGENIO MODELO INDUSTRIA E COMERCIO DE GASES LTDA

Chave;Cliente;Nome cliente;UF;Data emissão;Documento;até documento;CFOP;Modelo;Espécie;Série;Condições;Emitente;Valor contábil;Base de ICMS;Alíq. de ICMS;Valor do ICMS;ICMS isentas;Outras ICMS;ICMS desonerado;Base de IPI;Valor do IPI;IPI isentos;IPI outros;Base S.T.;Alíq. S.T.;Valor S.T.;Cód. Receita PIS;Retenção PIS;Cód. Receita Cofins;Retenção Cofins;Cód. Receita CSLL;Ret. Contrib. Social;Cód. Receita IR;Retenção IR;Débito;Crédito;Cód. obs.;Observação;Cidade coleta merc.;Descrição;Desconto;Chave NF-e/CT-e/NFC-e/BP-e;Outros Impostos;PIS lucro real;Cofins lucro real;Número de série do MRC;Número da máquina;Valor de frete;Valor de seguro;Valor de outras despesas;Valor do FCP da UF de destino;Valor de ICMS para a UF de destino;Valor de ICMS para a UF do Remetente;Lançamento conferido;FCP S.T.;Materiais próprios;Materiais de terceiros;Subempreitadas;Valor retenção não efetuada;Valor ret. destacada das subemp.;CEI Obra;CNO;Tipo de serviço;Receita 15 anos;Valor 15 anos;Receita 20 anos;Valor 20 anos;Receita 25 anos;Valor 25 anos;Valor retenção adic. não efetuada;Base ICMS Concomitante;Alíquota ICMS Concomitante;Valor ICMS Concomitante;Usuário inclusão;Data inclusão;Hora inclusão;Tipo inclusão;Usuário alteração;Data alteração;Hora alteração;Tipo alteração;Situação do documento
194;9291544;FUNDACAO SERVICOS DE SAUDE DE NOVA ANDRADINA;MS;07/01/2025;748;748;5.103-000;55;NFe;9;Prazo;Próprio;565.2;565.2;17;96.08;0;0;0;0;0;0;565.2;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 5664|DOCTO: ORCAMENTO 2510 - 8|Titulos: Nro 748 Venc. 04-02-2025 Valor 565.20|90-2025|BRADESCO - AG 0189-9. C/C 12311-0|Local Aplicado: AVENIDA EULENIR DE OLIVEIRA LIMA. 71 - - DURVAL ANDRADE FILHO - NOVA ANDRADINA - MS|Declaro que os produtos;0;;0;'50250127479311000131550090000007481000007490;0;7.74;35.65; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:40;Troca global;00 - Documento regular
195;9351323;USINA LAGUNA - ALCOOL E ACUCAR LTDA;MS;09/01/2025;749;749;5.103-000;55;NFe;9;Prazo;Próprio;2352;2352;17;399.84;0;0;0;0;0;0;2352;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 2464|DOCTO: ORCAMENTO 2520 - 8|Titulos: Nro 749 Venc. 06-02-2025 Valor 2352.00||Local Aplicado: ROD MS 476 KM 04. 0 - CAIXA POSTAL 50 - ZONA RURAL - BATAYPORA - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados.;0;;0;'50250127479311000131550090000007491000007501;0;32.21;148.36; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:40;Troca global;00 - Documento regular
196;9287176;NATURAFRIG ALIMENTOS LTDA;MS;09/01/2025;750;750;5.103-000;55;NFe;9;Prazo;Próprio;160;160;17;27.2;0;0;0;0;0;0;160;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 2812|DOCTO: ORCAMENTO 2523 - 8|Titulos: Nro 750 Venc. 06-02-2025 Valor 1015.00||Local Aplicado: R ONOFRE GONCALVES LOPES. 0 - - UMBARACA - NOVA ANDRADINA - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. ident;0;;0;'50250127479311000131550090000007501000007510;0;2.19;10.09; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:41;Troca global;00 - Documento regular
197;9287176;NATURAFRIG ALIMENTOS LTDA;MS;09/01/2025;750;750;5.104-000;55;NFe;9;Prazo;Próprio;855;855;17;145.35;0;0;0;0;0;0;855;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 2812|DOCTO: ORCAMENTO 2523 - 8|Titulos: Nro 750 Venc. 06-02-2025 Valor 1015.00||Local Aplicado: R ONOFRE GONCALVES LOPES. 0 - - UMBARACA - NOVA ANDRADINA - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. ident;0;;0;'50250127479311000131550090000007501000007510;0;11.71;53.93; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:41;Troca global;00 - Documento regular
198;9268102;TORNOS PORFIRIO LTDA;MS;09/01/2025;751;751;5.103-000;55;NFe;9;Prazo;Próprio;280;280;17;47.6;0;0;0;0;0;0;280;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 2079|DOCTO: ORCAMENTO 2524 - 8|Titulos: Nro 751 Venc. 06-02-2025 Valor 280.00||Local Aplicado: RUA WALTER HUBACHER. 508 - - CENTRO - NOVA ANDRADINA - MS|Valor Aproximado dos Tributos R$ 88.06 (31.45%) Fonte: IBPT|;0;;0;'50250127479311000131550090000007511000007526;0;3.83;17.66; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:41;Troca global;00 - Documento regular
199;24576;ELETROCAL INDUSTRIA E COMERCIO DE MATERIAIS ELETRICOS LTDA;MS;09/01/2025;752;752;5.103-000;55;NFe;9;Prazo;Próprio;2230;2230;17;379.1;0;0;0;0;0;0;2230;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 1820|DOCTO: ORCAMENTO 2526 - 8|Titulos: Nro 752 Venc. 06-02-2025 Valor 5320.00||Local Aplicado: RODOVIA BR376 KM 170. 0 - - INDUSTRIAL - NOVA ANDRADINA - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. identif;0;;0;'50250127479311000131550090000007521000007531;0;30.54;140.67; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:41;Troca global;00 - Documento regular
200;24576;ELETROCAL INDUSTRIA E COMERCIO DE MATERIAIS ELETRICOS LTDA;MS;09/01/2025;752;752;5.104-000;55;NFe;9;Prazo;Próprio;3090;3090;17;525.3;0;0;0;0;0;0;3090;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 1820|DOCTO: ORCAMENTO 2526 - 8|Titulos: Nro 752 Venc. 06-02-2025 Valor 5320.00||Local Aplicado: RODOVIA BR376 KM 170. 0 - - INDUSTRIAL - NOVA ANDRADINA - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. identif;0;;0;'50250127479311000131550090000007521000007531;0;42.32;194.92; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:41;Troca global;00 - Documento regular
201;9338966;ZANCHETTA INDUSTRIA DE ALIMENTOS LTDA;MS;10/01/2025;753;753;5.103-000;55;NFe;9;Prazo;Próprio;450;450;17;76.5;0;0;0;0;0;0;450;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 7263|DOCTO: ORCAMENTO 2531 - 8|Titulos: Nro 753 Venc. 07-02-2025 Valor 450.00||Local Aplicado: RODOVIA ALCIDES SAOVESSO. 0 - KM 08 - ZONA RURAL - BATAYPORA - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. ide;0;;0;'50250127479311000131550090000007531000007547;0;6.16;28.39; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:42;Troca global;00 - Documento regular
202;9280932;V. F. SENA;MS;10/01/2025;754;754;5.103-000;55;NFe;9;Prazo;Próprio;1170;1170;17;198.9;0;0;0;0;0;0;1170;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 1629|DOCTO: ORCAMENTO 2533 - 8|Titulos: Nro 754 Venc. 09-02-2025 Valor 390.00 - Nro 754 Vencto 24-02-2025 Valor 390.00 - Nro 754 Vencto 11-03-2025 Valor 390.00||Local Aplicado: AV ANTONIO J. M. ANDRADE. 2690 - C - CENTRO - NOVA ANDRADINA - MS|D;0;;0;'50250127479311000131550090000007541000007552;0;16.02;73.8; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:42;Troca global;00 - Documento regular
203;9310280;ALBERTO DE SOUZA COIMBRA;MS;10/01/2025;755;755;5.103-000;55;NFe;9;Prazo;Próprio;60;60;17;10.2;0;0;0;0;0;0;60;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 6609|DOCTO: ORCAMENTO 2534 - 8|Titulos: Nro 755 Venc. 30-01-2025 Valor 90.00 - Nro 755 Vencto 19-02-2025 Valor 90.00||Local Aplicado: AV ANTONIO JOAQUIM DE MOURA ANDRADE. 2350 - - CENTRO - NOVA ANDRADINA - MS|Declaro que os produtos perigosos e;0;;0;'50250127479311000131550090000007551000007568;0;0.82;3.78; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:42;Troca global;00 - Documento regular
204;9310280;ALBERTO DE SOUZA COIMBRA;MS;10/01/2025;755;755;5.104-000;55;NFe;9;Prazo;Próprio;120;120;17;20.4;0;0;0;0;0;0;120;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 6609|DOCTO: ORCAMENTO 2534 - 8|Titulos: Nro 755 Venc. 30-01-2025 Valor 90.00 - Nro 755 Vencto 19-02-2025 Valor 90.00||Local Aplicado: AV ANTONIO JOAQUIM DE MOURA ANDRADE. 2350 - - CENTRO - NOVA ANDRADINA - MS|Declaro que os produtos perigosos e;0;;0;'50250127479311000131550090000007551000007568;0;1.64;7.57; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:42;Troca global;00 - Documento regular
205;9351323;USINA LAGUNA - ALCOOL E ACUCAR LTDA;MS;10/01/2025;756;756;5.103-000;55;NFe;9;Prazo;Próprio;2560;2560;17;435.2;0;0;0;0;0;0;2560;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 2464|DOCTO: ORCAMENTO 2536 - 8|Titulos: Nro 756 Venc. 07-02-2025 Valor 2560.00||Local Aplicado: ROD MS 476 KM 04. 0 - CAIXA POSTAL 50 - ZONA RURAL - BATAYPORA - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados.;0;;0;'50250127479311000131550090000007561000007573;0;35.06;161.48; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:42;Troca global;00 - Documento regular
206;9355398;MINERACAO LAGOA BONITA LTDA;MS;13/01/2025;757;757;5.103-000;55;NFe;9;Prazo;Próprio;200;200;17;34;0;0;0;0;0;0;200;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 7803|DOCTO: ORCAMENTO 2538 - 8|Titulos: Nro 757 Venc. 10-02-2025 Valor 200.00||Local Aplicado: ESTRADA 11 LINHA E 12 LINHA. 0 - - ZONA RURAL - DEODAPOLIS - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. ident;0;;0;'50250127479311000131550090000007571000007589;0;2.74;12.62; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:43;Troca global;00 - Documento regular
207;9312186;GABRIEL GARCIA NASCIMENTO;MS;13/01/2025;758;758;5.103-000;55;NFe;9;Prazo;Próprio;336;336;17;57.12;0;0;0;0;0;0;336;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 6686|DOCTO: ORCAMENTO 2540 - 8|Titulos: Nro 758 Venc. 10-02-2025 Valor 336.00||Local Aplicado: ZONA RURAL. 0 - - Z RURAL - ANGELICA - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. identificados. e estivados;0;;0;'50250127479311000131550090000007581000007594;0;4.6;21.19; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:43;Troca global;00 - Documento regular
208;9351323;USINA LAGUNA - ALCOOL E ACUCAR LTDA;MS;13/01/2025;759;759;5.103-000;55;NFe;9;Prazo;Próprio;2912;2912;17;495.04;0;0;0;0;0;0;2912;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 2464|DOCTO: ORCAMENTO 2547 - 8|Titulos: Nro 759 Venc. 10-02-2025 Valor 2912.00||Local Aplicado: ROD MS 476 KM 04. 0 - CAIXA POSTAL 50 - ZONA RURAL - BATAYPORA - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados.;0;;0;'50250127479311000131550090000007591000007605;0;39.88;183.69; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:43;Troca global;00 - Documento regular
209;9316111;ARIANE KLOEHN LOPES EIRELE - ME;MS;14/01/2025;760;760;5.103-000;55;NFe;9;Prazo;Próprio;680;680;17;115.6;0;0;0;0;0;0;680;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 2811|DOCTO: ORCAMENTO 2548 - 8|Titulos: Nro 760 Venc. 11-02-2025 Valor 680.00||Local Aplicado: R ANA DE SOUZA EUZEBIO. 159 - SALA A - GUIRAY - IVINHEMA - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. identif;0;;0;'50250127479311000131550090000007601000007614;0;9.31;42.9; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:43;Troca global;00 - Documento regular
210;9330722;JOAO DE BARRO AGRICOLA E COMERCIAL LTDA;MS;14/01/2025;761;761;5.103-000;55;NFe;9;Prazo;Próprio;450;450;17;76.5;0;0;0;0;0;0;450;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 7614|DOCTO: ORCAMENTO 2549 - 8|Titulos: Nro 761 Venc. 11-02-2025 Valor 450.00||Local Aplicado: AVENIDA JOAO EUZEBIO SOBRINHO. 96 - SALA 01 - CENTRO - IVINHEMA - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados.;0;;0;'50250127479311000131550090000007611000007620;0;6.17;28.38; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:43;Troca global;00 - Documento regular
211;9364996;METALVALE SERRALHERIA LTDA;MS;14/01/2025;762;762;5.103-000;55;NFe;9;Prazo;Próprio;260;260;17;44.2;0;0;0;0;0;0;260;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 8155|DOCTO: ORCAMENTO 2552 - 8|Titulos: Nro 762 Venc. 11-02-2025 Valor 260.00||Local Aplicado: RUA JOSE CAMILO PEREIRA - PRO EMPRESA II. 471 - QUADRA2R10 LOTE 3BE3C - POLO EMPRESARIAL ALBINO MANICA - IVINHEMA - MS|Valor Aproximado dos Tributos;0;;0;'50250127479311000131550090000007621000007635;0;3.56;16.4; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:44;Troca global;00 - Documento regular
212;9351323;USINA LAGUNA - ALCOOL E ACUCAR LTDA;MS;15/01/2025;763;763;5.103-000;55;NFe;9;Prazo;Próprio;2992;2992;17;508.64;0;0;0;0;0;0;2992;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 2464|DOCTO: ORCAMENTO 2557 - 8|Titulos: Nro 763 Venc. 12-02-2025 Valor 2992.00||Local Aplicado: ROD MS 476 KM 04. 0 - CAIXA POSTAL 50 - ZONA RURAL - BATAYPORA - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados.;0;;0;'50250127479311000131550090000007631000007640;0;40.97;188.73; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:44;Troca global;00 - Documento regular
213;9351323;USINA LAGUNA - ALCOOL E ACUCAR LTDA;MS;15/01/2025;764;764;5.103-000;55;NFe;9;Prazo;Próprio;1060;1060;17;180.2;0;0;0;0;0;0;1060;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 2464|DOCTO: ORCAMENTO 2558 - 8|Titulos: Nro 764 Venc. 12-02-2025 Valor 1060.00||Local Aplicado: ROD MS 476 KM 04. 0 - CAIXA POSTAL 50 - ZONA RURAL - BATAYPORA - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados.;0;;0;'50250127479311000131550090000007641000007656;0;14.52;66.86; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:44;Troca global;00 - Documento regular
214;24576;ELETROCAL INDUSTRIA E COMERCIO DE MATERIAIS ELETRICOS LTDA;MS;15/01/2025;765;765;5.103-000;55;NFe;9;Prazo;Próprio;1600;1600;17;272;0;0;0;0;0;0;1600;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 1820|DOCTO: ORCAMENTO 2559 - 8|Titulos: Nro 765 Venc. 12-02-2025 Valor 1600.00||Local Aplicado: RODOVIA BR376 KM 170. 0 - - INDUSTRIAL - NOVA ANDRADINA - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. identif;0;;0;'50250127479311000131550090000007651000007661;0;21.91;100.93; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:44;Troca global;00 - Documento regular
215;5532;VETORIAL SIDERURGIA LTDA;MS;14/01/2025;21700;21700;5.101-000;55;NFe;1;Prazo;Próprio;44934.4;44934.4;17;7638.85;0;0;0;0;0;0;44934.4;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(ORDEM DE COMPRA 114495)|Titulos: Nro 87098/1 Venc. 13-02-2025 Valor 44934.40|Local de Entrega: AVENIDA NELSON LIRIO. S/N - - ZONA RURAL - RIBAS DO RIO PARDO - MS|Valor Aproximado dos Tributos R$14.131.87 (31.45%) Fonte: IBPT||;0;;0;'50250127479311000131550010000217001000087718;0;615.38;2834.46; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:44;Troca global;00 - Documento regular
216;9272030;HOSPITAL BENEFICENTE SAO MATEUS;MS;14/01/2025;21701;21701;5.101-000;55;NFe;1;Prazo;Próprio;420;420;17;71.4;0;0;0;0;0;0;420;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(NE 47056)|Titulos: Nro 87100/1 Venc. 11-02-2025 Valor 420.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REG;0;;0;'50250127479311000131550010000217011000087723;0;5.75;26.49; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:45;Troca global;00 - Documento regular
217;9351165;Missão Evangélica Caiua;MS;14/01/2025;21702;21702;5.101-000;55;NFe;1;Prazo;Próprio;560;560;17;95.2;0;0;0;0;0;0;560;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(NE 47061)|Titulos: Nro 87102/1 Venc. 11-02-2025 Valor 560.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REG;0;;0;'50250127479311000131550010000217021000087739;0;7.67;35.32; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:45;Troca global;00 - Documento regular
218;9374719;MUNICIPIO DE CAMPO VERDE;MT;14/01/2025;21703;21703;6.101-000;55;NFe;1;Prazo;Próprio;169.5;169.5;12;20.34;0;0;0;0;0;0;169.5;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16349 (NAD 16281/2024)|Titulos: Nro 87104/1 Venc. 11-02-2025 Valor 169.50|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM A;0;;0;'50250127479311000131550010000217031000087744;0;2.46;11.34; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:45;Troca global;00 - Documento regular
219;9307679;AGRICOLA E TRANSPORTE SANTIN LTDA;MS;14/01/2025;21704;21704;5.101-000;55;NFe;1;Prazo;Próprio;380;380;17;64.6;0;0;0;0;0;0;380;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 87107/1 Venc. 11-02-2025 Valor 380.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACA;0;;0;'50250127479311000131550010000217041000087750;0;5.2;23.97; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:45;Troca global;00 - Documento regular
220;8742;TMAC INDUSTRIA E COMERCIO DE ESQUADRIAS EIRELI;MS;14/01/2025;21705;21705;5.101-000;55;NFe;1;Prazo;Próprio;350;350;17;59.5;0;0;0;0;0;0;350;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;O 3510 - 16|Titulos: Nro 87049/1 Venc. 11-02-2025 Valor 350.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA RE;0;;0;'50250127479311000131550010000217051000087765;0;4.79;22.08; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:45;Troca global;00 - Documento regular
221;9293816;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;14/01/2025;21706;21706;5.904-000;55;NFe;1;Outras;Próprio;3048;3048;17;518.16;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;MANIFESTO 2675 - Veiculo: HTN5596|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|EMITIDA NOS TER;0;;0;'50250127479311000131550010000217061000087770;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;INDIAMARA;02/09/2025;16:28:25;Troca global;00 - Documento regular
222;9347801;LEONARDO RODRIGUES DOS SANTOS;MS;14/01/2025;21707;21707;5.101-000;55;NFe;1;Prazo;Próprio;203;203;17;34.51;0;0;0;0;0;0;203;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 87118/1 Venc. 11-02-2025 Valor 203.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACA;0;;0;'50250127479311000131550010000217071000087786;0;2.78;12.81; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:46;Troca global;00 - Documento regular
223;27181;Fatima do Sul Agroenergetica S/A Alcool e Açucar;MS;14/01/2025;21708;21708;5.103-000;55;NFe;1;Prazo;Próprio;1200;1200;17;204;0;0;0;0;0;0;1200;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;O 5187 - 12|Titulos: Nro 86715/1 Venc. 13-02-2025 Valor 1200.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000217081000087791;0;16.44;75.69; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:46;Troca global;00 - Documento regular
